O*NET-SOC Code	Alternate Title	Short Title	Source(s)
15-1299.07	Codebase Engineer	n/a	08
15-1299.07	Engineer	n/a	08
15-1299.07	Firmware Engineer	n/a	08
15-1299.07	Integration Engineer	n/a	08
15-1299.07	Integration Solutions Engineer	n/a	08
15-1299.07	Security Engineer	n/a	08
15-1299.07	Systems Engineer	n/a	08
15-1299.07	Technical Platform Engineer	n/a	08
15-1299.08	Application Systems Architect	n/a	01
15-1299.08	Automation Engineer	n/a	10
15-1299.08	Cloud Architect	n/a	01
15-1299.08	Cloud Solution Architect	n/a	10
15-1299.08	Computer Systems Architect	n/a	08
15-1299.08	Electronic Data Interchange System Developer (EDI System Developer)	EDI System Developer	02
15-1299.08	Enterprise Architect	n/a	10
15-1299.08	Firmware Engineer	n/a	10
15-1299.08	Information Architect	n/a	08
15-1299.08	Information Technology Architect (IT Architect)	IT Architect	02
15-1299.08	Infrastructure Engineer	n/a	10
15-1299.08	Knowledge Architect	n/a	08
15-1299.08	Machine Learning Engineer	n/a	10
15-1299.08	Network and Infrastructure Engineer	n/a	02
15-1299.08	Network Engineer	n/a	02,10
15-1299.08	Software Systems Engineer	n/a	10
15-1299.08	Solutions Architect	n/a	02,08,10
15-1299.08	Solutions Engineer	n/a	01
15-1299.08	Systems Architect	n/a	02,10
15-1299.08	Systems Consultant	n/a	02
15-1299.08	Systems Developer	n/a	01
15-1299.08	Systems Engineer	n/a	02,08,10
15-1299.08	Systems Requirements Planner	n/a	01
15-1299.08	Target Developer	n/a	01
15-1299.08	Technical Architect	n/a	10
15-1299.09	Application Development Director	n/a	08
15-1299.09	Application Manager	n/a	01
15-1299.09	Cloud Product Director	n/a	02
15-1299.09	Computer Project Manager	n/a	08
15-1299.09	Cyber IT Knowledge Manager	n/a	03
15-1299.09	Cybersecurity Project Manager	n/a	02
15-1299.09	Cybersecurity Scrum Master	n/a	01
15-1299.09	Data Center Product Director	n/a	02
15-1299.09	Database Administration Project Manager	n/a	08
15-1299.09	Database Development Project Manager	n/a	08
15-1299.09	E-Business Project Manager	n/a	08
15-1299.09	Information Support Project Manager	n/a	08
15-1299.09	Information Systems Planner (IS Planner)	IS Planner	08
15-1299.09	Information Systems Project Manager (IS Project Manager)	IS Project Manager	02,08
15-1299.09	Infrastructure Project Manager	n/a	10
15-1299.09	Interactive Media Project Manager	n/a	08
15-1299.09	Internet Project Manager	n/a	08
15-1299.09	IT Manager (Information Technology Manager)	IT Manager	02,10
15-1299.09	IT Program Manager (Information Technology Program Manager)	IT Program Manager	02,10
15-1299.09	IT Project Manager (Information Technology Project Manager)	IT Project Manager	02,08,10
15-1299.09	IT Supervisor (Information Technology Supervisor)	IT Supervisor	01
15-1299.09	Network Operations Project Manager	n/a	08
15-1299.09	Network Services Project Manager	n/a	08
15-1299.09	Planning Management IT Specialist (Planning Management Information Technology Specialist)	Planning Management IT Specialist	08
15-1299.09	Programming Development Project Manager	n/a	08
15-1299.09	Project Management IT Specialist (Project Management Information Technology Specialist)	Project Management IT Specialist	08
15-1299.09	Project Manager (PM)	PM	10
15-1299.09	Release Manager	n/a	10
15-1299.09	Scrum Master	n/a	02,10
15-1299.09	Software Development Project Manager	n/a	08
15-1299.09	Software Project Manager	n/a	08
15-1299.09	Systems Development Manager	n/a	08
15-1299.09	Technical Manager	n/a	01
15-1299.09	Technical Project Manager	n/a	10
15-1299.09	Technology Manager	n/a	10
15-1299.09	Technology Project Manager	n/a	10
15-1299.09	Transition Program Manager	n/a	02
15-1299.09	Web Site Project Manager	n/a	08
15-1299.09	Website Project Manager	n/a	08
15-2011.00	Actuarial Analyst	n/a	02,09,10
15-2011.00	Actuarial Associate	n/a	02,04,10
15-2011.00	Actuarial Consultant	n/a	02,10
15-2011.00	Actuarial Mathematician	n/a	04,06
15-2011.00	Actuarial Services Manager	n/a	10
15-2011.00	Actuarial Specialist	n/a	10
15-2011.00	Actuary	n/a	02,04,06,08,10
15-2011.00	Consulting Actuary	n/a	02,10
15-2011.00	Enrolled Actuary	n/a	10
15-2011.00	Forecast Analyst	n/a	10
15-2011.00	Health Actuary	n/a	02,04,10
15-2011.00	Insurance Actuary	n/a	04,06
15-2011.00	Life Actuary	n/a	10
15-2011.00	Pricing Actuarial Analyst	n/a	10
15-2011.00	Pricing Actuary	n/a	02,04,10
15-2011.00	Pricing Analyst	n/a	02
15-2011.00	Product Development Actuary	n/a	02,04
15-2011.00	Retirement Actuary	n/a	02
15-2021.00	Algebraist	n/a	04,06
15-2021.00	Applied Mathematician	n/a	10
15-2021.00	Cipher Expert	n/a	04,06
15-2021.00	Computational Mathematician	n/a	02,10
15-2021.00	Computational Scientist	n/a	02
15-2021.00	Cryptanalyst	n/a	04,06
15-2021.00	Cryptographer	n/a	02,04,06
15-2021.00	Cryptographic Vulnerability Analyst	n/a	02,04
15-2021.00	Engineering Mathematician	n/a	04,06
15-2021.00	Game Mathematician	n/a	10
15-2021.00	Geometrician	n/a	04
15-2021.00	Image Scientist	n/a	02
15-2021.00	Knowledge Engineer	n/a	02
15-2021.00	Math Researcher	n/a	10
15-2021.00	Mathematician	n/a	02,04,10
15-2021.00	Research Computing Specialist	n/a	02
15-2021.00	Research Scientist	n/a	02
15-2021.00	Researcher	n/a	02
15-2031.00	Advanced Analytics Associate	n/a	02
15-2031.00	Analytical Strategist	n/a	02
15-2031.00	Analytics Consultant	n/a	10
15-2031.00	Business Analyst	n/a	10
15-2031.00	Business Operations Analyst	n/a	09
15-2031.00	Business Process Analyst	n/a	09
15-2031.00	Decision Analyst	n/a	02
15-2031.00	Decision Support Analyst	n/a	10
15-2031.00	Forms Analyst	n/a	04,06
15-2031.00	Liaison Planner	n/a	04,06
15-2031.00	Material Liaison	n/a	04,06
15-2031.00	Material Requirements Worker	n/a	04,06
15-2031.00	Method Consultant	n/a	04,06
15-2031.00	Methods Analyst	n/a	04,06
15-2031.00	Methods Specialist	n/a	04,06
15-2031.00	Office System Analyst	n/a	04,06
15-2031.00	Operations Analyst	n/a	04,06,10
15-2031.00	Operations Research Analyst	n/a	02,04,10
15-2031.00	Operations Specialist	n/a	10
15-2031.00	Operations Support Specialist	n/a	10
15-2031.00	Optimization Analyst	n/a	02
15-2031.00	Procedure Analyst	n/a	04,06
15-2031.00	Procedure Writer	n/a	04,06
15-2031.00	Process Analyst	n/a	04,06
15-2031.00	Research Analyst	n/a	10
15-2031.00	Research Assistant	n/a	10
15-2031.00	Research Associate	n/a	10
15-2031.00	Research Scientist	n/a	10
15-2031.00	Research Specialist	n/a	10
15-2031.00	Research Technician	n/a	10
15-2031.00	Researcher	n/a	10
15-2031.00	Sales Operations Analyst	n/a	10
15-2031.00	Standards Analyst	n/a	04,06
15-2031.00	Systems Analyst	n/a	04,06
15-2031.00	Systems Consultant	n/a	04,06
15-2031.00	Technical Analyst	n/a	10
15-2041.00	Analytical Statistician	n/a	04,06
15-2041.00	Applied Scientist	n/a	10
15-2041.00	Applied Statistician	n/a	04,06,08
15-2041.00	Biometrician	n/a	02,04,06
15-2041.00	Clinical Analyst	n/a	10
15-2041.00	Clinical Data Coordinator	n/a	08
15-2041.00	Clinical Documentation Consultant	n/a	10
15-2041.00	Data Analyst	n/a	03,10
15-2041.00	Data Analyst Specialist	n/a	10
15-2041.00	Data Analytics Specialist	n/a	10
15-2041.00	Data Coordinator	n/a	10
15-2041.00	Data Engineer	n/a	10
15-2041.00	Data Modeler	n/a	10
15-2041.00	Data Specialist	n/a	10
15-2041.00	Demographer	n/a	02
15-2041.00	Education Research Analyst	n/a	02,08
15-2041.00	Environmental Statistician	n/a	02,04
15-2041.00	Mathematical Statistician	n/a	02,04,06,08
15-2041.00	Psychometric Consultant	n/a	02
15-2041.00	Quantitative Methodologist	n/a	02
15-2041.00	Research Analyst	n/a	02,08
15-2041.00	Research Scientist	n/a	02
15-2041.00	Research Statistician	n/a	10
15-2041.00	Researcher	n/a	02
15-2041.00	Sampling Expert	n/a	04,06
15-2041.00	Sports Statistician	n/a	09
15-2041.00	Statistical Analyst	n/a	02,04,06,10
15-2041.00	Statistical Consultant	n/a	02
15-2041.00	Statistical Data Analyst	n/a	10
15-2041.00	Statistical Engineer	n/a	04,06
15-2041.00	Statistical Programmer	n/a	10
15-2041.00	Statistical Reporting Analyst	n/a	02,04,08
15-2041.00	Statistician	n/a	02,04,08,10
15-2041.00	Survey Statistician	n/a	04,06
15-2041.00	Time Study Statistician	n/a	04,06
15-2041.00	Trend Investigator	n/a	02,08
15-2041.01	Bioinformatics Scientist	n/a	10
15-2041.01	Biomathematician	n/a	08
15-2041.01	Biometrician	n/a	02,08
15-2041.01	Biostatistical Consultant	n/a	02
15-2041.01	Biostatistician	n/a	02,08,10
15-2041.01	Clinical Biostatistician	n/a	10
15-2041.01	NGS Biostatistician (Next-Generation Sequencing)	NGS Biostatistician	10
15-2041.01	Research Biostatistician	n/a	08,10
15-2041.01	Research Scientist	n/a	02
15-2041.01	Statistical Programmer	n/a	10
15-2041.01	Statistical Scientist	n/a	02
15-2051.00	Analytics Consultant	n/a	08
15-2051.00	Applied Scientist	n/a	08
15-2051.00	Data Analyst	n/a	08
15-2051.00	Data Analytic Scientist	n/a	08
15-2051.00	Data Analytics Scientist	n/a	10
15-2051.00	Data Analytics Specialist	n/a	04,08
15-2051.00	Data Architect	n/a	08
15-2051.00	Data Consultant	n/a	08
15-2051.00	Data Economist	n/a	08
15-2051.00	Data Engineer	n/a	08
15-2051.00	Data Management Scientist	n/a	08
15-2051.00	Data Mining Analyst	n/a	04,08
15-2051.00	Data Modeler	n/a	08
15-2051.00	Data Quality Analyst	n/a	01
15-2051.00	Data Science Engineer	n/a	08
15-2051.00	Data Scientist	n/a	08,10
15-2051.00	Data Specialist	n/a	08
15-2051.00	Data Visualization Developer	n/a	04,08
15-2051.00	Machine Learning Data Scientist	n/a	10
15-2051.00	Machine Learning Engineer	n/a	10
15-2051.00	Machine Learning Scientist	n/a	08
15-2051.00	Marketing Data Scientist	n/a	10
15-2051.00	Psychometric Consultant	n/a	08
15-2051.00	Quantitative Methodologist	n/a	08
15-2051.00	Quantitative Researcher	n/a	08
15-2051.00	Research Analyst	n/a	08
15-2051.00	Research Scientist	n/a	08
15-2051.00	Statistical Analyst	n/a	08
15-2051.00	Statistical Consultant	n/a	08
15-2051.00	Tableau Developer	n/a	01
15-2051.01	Analytical Data Miner	n/a	08
15-2051.01	Business Analyst	n/a	10
15-2051.01	Business Consultant	n/a	10
15-2051.01	Business Data Analyst	n/a	10
15-2051.01	Business Database Analyst	n/a	08
15-2051.01	Business Information Analyst	n/a	10
15-2051.01	Business Intelligence Analyst	n/a	02,08,10
15-2051.01	Business Intelligence Engineer	n/a	03
15-2051.01	Business Process Analyst	n/a	10
15-2051.01	Business Systems Analyst	n/a	10
15-2051.01	Business Systems Consultant	n/a	10
15-2051.01	Business Technology Consultant	n/a	01
15-2051.01	Competitive Intelligence Analyst	n/a	02,08
15-2051.01	Data Analyst	n/a	02,08,10
15-2051.01	EDI Analyst (Electronic Data Exchange Analyst)	EDI Analyst	01
15-2051.01	Information Analyst	n/a	08
15-2051.01	Information Specialist	n/a	08
15-2051.01	Intelligence Analyst	n/a	02
15-2051.01	Market Intelligence Analyst	n/a	02
15-2051.01	Market Intelligence Consultant	n/a	02
15-2051.01	Marketing Database Analyst	n/a	08
15-2051.01	Reporting Analyst	n/a	08
15-2051.01	Reports Analyst	n/a	08,10
15-2051.01	Salesforce Developer	n/a	01
15-2051.01	SAP Business Analyst	n/a	01
15-2051.01	SAP Consultant	n/a	01
15-2051.01	Strategic Business and Technology Intelligence Consultant	n/a	02
15-2051.01	Strategist	n/a	02
15-2051.02	Clinical Applications Director	n/a	10
15-2051.02	Clinical Biostatistics Director	n/a	08
15-2051.02	Clinical Data Abstractor	n/a	10
15-2051.02	Clinical Data Analyst	n/a	08
15-2051.02	Clinical Data Coordinator	n/a	08,10
15-2051.02	Clinical Data Management Director (CDM Director)	CDM Director	02
15-2051.02	Clinical Data Management Manager (CDM Manager)	CDM Manager	02
15-2051.02	Clinical Data Manager	n/a	02,08,10
15-2051.02	Clinical Informatics Manager	n/a	02
15-2051.02	Clinical Statistics Manager	n/a	08
15-2051.02	Clinical Trials Data Coordinator	n/a	08
15-2051.02	Data Coordinator	n/a	10
15-2051.02	Data Deliverables Manager	n/a	02
15-2051.02	Data Management Manager	n/a	02
15-2099.00	Balance Engineer	n/a	04,06
15-2099.00	Cryptanalyst	n/a	08
15-2099.00	Cryptologist	n/a	09
15-2099.00	Geometer	n/a	04,06
15-2099.00	Geometrician	n/a	04,06
15-2099.00	Harmonic Analyst	n/a	04,06
15-2099.00	Mathematical Engineering Technician	n/a	04
15-2099.00	Mathematical Scientist	n/a	06
15-2099.00	Mathematics Technician	n/a	04
15-2099.00	Research Analyst	n/a	04,06
15-2099.00	Secret Code Expert	n/a	04,06
15-2099.00	Weight Analyst	n/a	04,06
15-2099.01	Bioinformatics Analyst	n/a	02
15-2099.01	Bioinformatics Research Technician	n/a	08
15-2099.01	Bioinformatics Specialist	n/a	02,08
15-2099.01	Bioinformatics Technician	n/a	02,08
15-2099.01	Biometrics Technician	n/a	10
15-2099.01	Biotechnician	n/a	02
15-2099.01	Data Analyst	n/a	08
15-2099.01	Data Technician	n/a	08,10
15-2099.01	Database Technician	n/a	08
15-2099.01	Field Data Technician	n/a	10
15-2099.01	Log Data Technician	n/a	10
15-2099.01	Museum Informatics Specialist	n/a	02
15-2099.01	Research Scientist	n/a	02
15-2099.01	Scientific Informatics Analyst	n/a	02
15-2099.01	Submission Technician	n/a	10
17-1011.00	Architect	n/a	02,04,06,10
17-1011.00	Building Architect	n/a	04
17-1011.00	Building Consultant	n/a	04,06
17-1011.00	Building Information Modeling Specialist (BIM Specialist)	BIM Specialist	10
17-1011.00	Commercial Green Building Architect	n/a	08
17-1011.00	Commercial Green Building Designer	n/a	08
17-1011.00	Commercial Green Retrofit Architect	n/a	08
17-1011.00	Design Architect	n/a	02,10
17-1011.00	Facilities Planner	n/a	04,06
17-1011.00	Facility Designer	n/a	08
17-1011.00	Green Building Architect	n/a	08
17-1011.00	Green Building Design Specialist	n/a	08
17-1011.00	Green Building Materials Designer	n/a	08
17-1011.00	Home Designer	n/a	09
17-1011.00	House Designer	n/a	09
17-1011.00	Interior Architect	n/a	10
17-1011.00	Location Analyst	n/a	04,06
17-1011.00	Location Man	n/a	06
17-1011.00	Location Worker	n/a	04
17-1011.00	Planner	n/a	02
17-1011.00	Plumbing Designer	n/a	09
17-1011.00	Project Architect	n/a	02,10
17-1011.00	Real Estate Site Analyst	n/a	04,06
17-1011.00	Residential Designer	n/a	09
17-1011.00	Residential Green Building Designer	n/a	08
17-1011.00	Space Planner	n/a	08
17-1011.00	Specifications Writer	n/a	02
17-1011.00	Structural Architect	n/a	04
17-1011.00	Structural Designer	n/a	09
17-1012.00	AP BD+C (Accredited Professional in Building Design and Construction)	AP BD+C	02
17-1012.00	Architect	n/a	02
17-1012.00	Environmental Designer	n/a	08
17-1012.00	Environmental Planner	n/a	04,06
17-1012.00	Exterior Designer	n/a	09
17-1012.00	Golf Course Architect	n/a	02,04
17-1012.00	Golf Course Designer	n/a	04,09
17-1012.00	Indoor Landscape Architect	n/a	08
17-1012.00	Land Planner	n/a	02,04,06,10
17-1012.00	Landscape Architect	n/a	02,04,10
17-1012.00	Landscape Architectural Designer	n/a	10
17-1012.00	Landscape Designer	n/a	02,04,06,08,10
17-1012.00	Landscape Engineer	n/a	09
17-1012.00	Landscape Planner	n/a	02
17-1012.00	Outdoor Landscape Architect	n/a	08
17-1012.00	Park Planner	n/a	02
17-1012.00	Planner	n/a	02
17-1012.00	Professional Landscape Architect (PLA)	PLA	02
17-1012.00	Site Planner	n/a	04,06,10
17-1012.00	Sustainable Landscape Architect	n/a	08
17-1021.00	Aerial Photogrammetrist	n/a	02
17-1021.00	Cadastral Mapper	n/a	02,04
17-1021.00	Cartographer	n/a	02,10
17-1021.00	Cartographic Designer	n/a	02
17-1021.00	Cartographic Drafter	n/a	08
17-1021.00	Cartography Technician	n/a	02,10
17-1021.00	Data Mapper	n/a	10
17-1021.00	Digital Cartographer	n/a	02,04
17-1021.00	Field Map Editor	n/a	04,06
17-1021.00	Imagery Analyst	n/a	09
17-1021.00	LIDAR Technician (Light Detection and Ranging Technician)	LIDAR Technician	02,10
17-1021.00	Map Editor	n/a	04,06
17-1021.00	Map Maker	n/a	02,04,06
17-1021.00	Mapper	n/a	02,04,06,10
17-1021.00	Maritime Cartographer	n/a	10
17-1021.00	Orthophotography Technician	n/a	02,04
17-1021.00	Photo Cartographer	n/a	04,06
17-1021.00	Photogrammetric Engineer	n/a	04,06
17-1021.00	Photogrammetric Technician	n/a	02
17-1021.00	Photogrammetrist	n/a	02,04,10
17-1021.00	Stereo Compiler	n/a	02
17-1021.00	Stereoplotter Operator	n/a	02
17-1021.00	Topographer	n/a	04,06
17-1022.00	City Surveyor	n/a	02,04,06
17-1022.00	Construction Surveyor	n/a	10
17-1022.00	County Surveyor	n/a	02,04,06
17-1022.00	Field Surveyor	n/a	10
17-1022.00	Geophysical Prospecting Surveyor	n/a	04,06,08
17-1022.00	Home Surveyor	n/a	10
17-1022.00	Land Examiner	n/a	04,06
17-1022.00	Land Measurer	n/a	04,06
17-1022.00	Land Surveyor	n/a	02,04,08,10
17-1022.00	Licensed Land Surveyor	n/a	02,10
17-1022.00	Licensed Surveyor	n/a	10
17-1022.00	Loss Control Surveyor	n/a	10
17-1022.00	Mine Surveyor	n/a	02,04,06,08
17-1022.00	Mineral Surveyor	n/a	04,06
17-1022.00	Port Surveyor	n/a	04,06
17-1022.00	Professional Land Surveyor	n/a	10
17-1022.00	Project Surveyor	n/a	10
17-1022.00	Railroad Surveyor	n/a	04,06
17-1022.00	Registered Land Surveyor	n/a	02,04,06,10
17-1022.00	Registered Professional Land Surveyor	n/a	10
17-1022.00	Registered Public Surveyor	n/a	04,06
17-1022.00	Site Surveyor	n/a	10
17-1022.00	Solar Site Surveyor	n/a	10
17-1022.00	Survey Engineer	n/a	04,06
17-1022.00	Surveyor	n/a	02,04,06,10
17-1022.00	Topographical Surveyor	n/a	04,06
17-1022.01	Aerial Photograph Interpreter	n/a	08
17-1022.01	Aerotriangulation Specialist	n/a	08
17-1022.01	Field Surveyor	n/a	10
17-1022.01	Geodesist	n/a	02,08
17-1022.01	Geodetic Advisor	n/a	02
